id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s5632,Movie,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,US,2017-01-17,2017,18,Stand-Up Comedy,2017-01-17,66.0,,Verão
s5633,Movie,Berlin Calling,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider",DE,2017-01-15,2008,18,"Dramas, International Movies, Music & Musicals",2008-10-01,105.0,,Primavera
s5634,Movie,Sarajevo,Andreas Prochaska,"Heino Ferch, Melika Foroutan, Friedrich von Thun, Edin Hasanović, Juraj Kukura","AT, CZ",2017-01-15,2014,10,"Dramas, International Movies",2014-04-23,98.0,,Outono
s5635,Movie,Stereo,Maximilian Erlenwein,"Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock",DE,2017-01-15,2014,18,"International Movies, Thrillers",2014-05-15,91.0,,Outono
s5636,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Devid Striesow, Jonas Nay, Trang Le Hong, Joel Basman, Saskia Rosendahl",DE,2017-01-15,2014,18,"Dramas, International Movies",2014-10-21,123.0,,Primavera
s5637,Movie,Casablancas: The Man Who Loved Women,Hubert Woroniecki,"Cindy Crawford, Karen Mulder, Linda Evangelista, Mick Jagger, Naomi Campbell",FR,2017-01-13,2016,14,"Documentaries, International Movies",2016-06-29,82.0,,Inverno
s5638,Movie,Clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, Aaron Stanford, William Atherton, India Eisley",US,2017-01-13,2017,18,"Horror Movies, Thrillers",2017-01-13,104.0,,Verão
s5639,Movie,Very Big Shot,Mir-Jean Bou Chaaya,"Alain Saadeh, Tarek Yaacoub, Wissam Fares, Fouad Yammine, Alexandra Kahwagi ","QA, LB",2017-01-12,2015,18,"Comedies, Dramas, International Movies",2015-10-11,109.0,,Primavera
s5640,Movie,Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,US,2017-01-10,2017,14,Stand-Up Comedy,2017-01-10,74.0,,Verão
s5641,TV Show,We're Lalaloopsy,Não Informado,"Kazumi Evans, Mariee Devereux, Jocelyne Loewen, Maryke Hendrikse, Sabrina Pitre",US,2017-01-10,2017,Livre,"Kids' TV, TV Comedies",2017-01-10,,1.0,Verão
s5642,Movie,Under the Shadow,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Hamid Djavadan","JO, GB",2017-01-07,2016,12,"Horror Movies, International Movies, Thrillers",2016-09-30,84.0,,Primavera
s5643,Movie,Coin Heist,Emily Hagins,"Alex Saxon, Alexis G. Zall, Sasha Pieterse, Jay Walker, Michael Cyril Creighton",US,2017-01-06,2017,14,"Children & Family Movies, Dramas",2017-01-06,98.0,,Verão
s5644,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,Não Informado,US,2017-01-06,2013,10,Children & Family Movies,2013-11-05,22.0,,Primavera
s5645,Movie,Rampage: President Down,Uwe Boll,"Brendan Fletcher, Steve Baran, Ryan McDonell, Scott Patey, Yan-Kay Crystal Lowe","US, CA",2017-01-05,2016,18,"Action & Adventure, International Movies",2016-08-26,100.0,,Inverno
s5646,Movie,Marvel's Hulk: Where Monsters Dwell,Mitch Schauer,"Fred Tatasciore, Liam O'Brien, Jesse Burch, Edward Bosco, Chiara Zanni",US,2017-01-04,2016,10,"Children & Family Movies, Sci-Fi & Fantasy",2016-10-21,75.0,,Primavera
s5647,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,US,2017-01-03,2017,18,Stand-Up Comedy,2017-01-02,69.0,,Verão
s5648,Movie,Autohead,Rohit Mittal,"Deepak Sampat, Rohit Mittal, Ronjini Chakroborty, Ravidev Singh, Sunny Banerjee",IN,2017-01-01,2016,18,"Dramas, International Movies, Thrillers",2016-10-27,97.0,,Primavera
s5649,Movie,Bee Movie,Steve Hickner,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman",US,2017-01-01,2007,10,"Children & Family Movies, Comedies",2007-10-28,92.0,,Primavera
s5650,Movie,Headwinds,Jalil Lespert,"Benoît Magimel, Isabelle Carré, Antoine Duléry, Bouli Lanners, Marie-Ange Casta","FR, BE",2017-01-01,2011,18,"Dramas, Independent Movies, International Movies",2011-12-14,92.0,,Verão
s5651,TV Show,Star Trek: Deep Space Nine,Não Informado,Não Informado,Não Informado,2017-01-01,1999,14,"TV Action & Adventure, TV Sci-Fi & Fantasy",,,7.0,Não informado
s5652,Movie,Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor Khan, Diljit Dosanjh, Satish Kaushik",IN,2017-01-01,2016,18,"Dramas, International Movies",2016-06-17,146.0,,Inverno
s5653,Movie,Mr. Pig,Diego Luna,"Danny Glover, Maya Rudolph, José María Yázpik, Joel Murray, Angélica Aragón",MX,2016-12-31,2016,18,"Dramas, Independent Movies, International Movies",2016-07-22,97.0,,Inverno
s5654,TV Show,My Runway,Não Informado,"Park Ji-yeon, Kim Dong-ho, Kisum, Ahn Bo-hyun, Yang Hak-jin",KR,2016-12-30,2016,14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2016-12-30,,1.0,Verão
s5655,TV Show,AJIN: Demi-Human,Não Informado,"Mamoru Miyano, Yoshimasa Hosoya, Aya Suzaki, Daisuke Hirakawa, Hiroyuki Kinoshita",JP,2016-12-27,2016,18,"Anime Series, International TV Shows",2016-01-16,,2.0,Verão
s5656,TV Show,Chasing Cameron,Não Informado,"Blake Gray, Taylor Caniff, Aaron Carpenter, Cameron Dallas",US,2016-12-27,2016,14,"Reality TV, Teen TV Shows",2016-12-27,,1.0,Verão
s5657,Movie,7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Carmen Beato, Octavio Michel, Azalia Ortiz",MX,2016-12-23,2016,18,"Dramas, International Movies",2016-09-16,93.0,,Primavera
s5658,Movie,Garfunkel and Oates: Trying to be Special,Riki Lindhome,"Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",US,2016-12-23,2016,18,"Music & Musicals, Stand-Up Comedy",2016-05-05,62.0,,Outono
s5659,TV Show,Sense8,Não Informado,"Miguel Ángel Silvestre, Max Riemelt, Jamie Clayton, Bae Doona, Brian J. Smith",US,2016-12-23,2018,18,"Crime TV Shows, TV Dramas, TV Mysteries",2015-06-05,,2.0,Inverno
s5660,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Não Informado,Não Informado,Não Informado,2016-12-20,2016,10,Movies,2017-02-01,22.0,,Verão
s5661,Movie,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Não Informado,Não Informado,Não Informado,2016-12-20,2016,14,Stand-Up Comedy,,88.0,,Não informado
s5662,Movie,Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ellar Coltrane, Jenna Elfman",US,2016-12-16,2016,18,Dramas,2016-09-10,105.0,,Primavera
s5663,TV Show,Crazyhead,Não Informado,"Cara Theobold, Susan Wokoma, Arinzé Kene, Lewis Reeves, Riann Steele",GB,2016-12-16,2016,18,"British TV Shows, International TV Shows, TV Comedies",2016-10-19,,1.0,Primavera
s5664,Movie,Sister Cities,Sean Hanish,"Jacki Weaver, Jess Weixler, Stana Katic, Michelle Trachtenberg, Troian Bellisario",US,2016-12-16,2016,18,Dramas,2016-09-17,88.0,,Primavera
s5665,Movie,3 Türken & ein Baby,Sinan Akkuş,"Kostja Ullmann, Alexander Beyer, Frederick Lau, Anna Böger, Julia Thurnau",DE,2016-12-15,2015,18,"Comedies, International Movies",2015-01-22,93.0,,Verão
s5666,TV Show,Color of Woman,Não Informado,"Yoon Soy, Lee Soo-kyung, Jae Hee, Shim Ji-ho, Park Sang-myeon",KR,2016-12-15,2012,10,"International TV Shows, Korean TV Shows, Romantic TV Shows",2011-12-05,,1.0,Verão
s5667,Movie,Eddie - Strongman,Não Informado,Eddie Hall,GB,2016-12-15,2015,18,"Documentaries, Sports Movies",2015-08-08,98.0,,Inverno
s5668,TV Show,Goodbye My Wife,Não Informado,"Ryu Si-won, Hong Soo-hyun, Park Ji-yoon, Danny Ahn, Kim Min-Soo",KR,2016-12-15,2012,14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2012-05-07,,1.0,Outono
s5669,TV Show,Happy And,Não Informado,"Jang Hee-jin, Shin Joo-ah, Ko Jung-min, Jo Yeon-woo, Kim Il-woo",KR,2016-12-15,2012,14,"International TV Shows, Korean TV Shows, TV Dramas",2011-09-09,,1.0,Primavera
s5670,TV Show,Heaven's Garden,Não Informado,"Hyun Woo-sung, Kim Ho-jin, Choi Bool-am, Yoo Ho-jeong, An Seo-hyun",KR,2016-12-15,2011,18,"International TV Shows, Korean TV Shows, TV Dramas",2011-12-03,,1.0,Verão
s5671,TV Show,Ice Fantasy,Não Informado,"William Feng, Victoria Song, Ma Tianyu, Zhang Meng, Madina Memet",CN,2016-12-15,2016,14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",2016-07-24,,1.0,Inverno
s5672,TV Show,Immortal Classic,Não Informado,Não Informado,Não Informado,2016-12-15,2012,14,"International TV Shows, Korean TV Shows, TV Dramas",,,1.0,Não informado
s5673,TV Show,InuYasha,Não Informado,"Kappei Yamaguchi, Satsuki Yukino, Izumi Ōgami, Houko Kuwashima, Noriko Hidaka",JP,2016-12-15,2001,14,"Anime Series, International TV Shows",2000-10-16,,2.0,Primavera
s5674,TV Show,K-POP Extreme Survival,Não Informado,"Go Eun-ah, Park Yu-hwan, Song Se-Hyun, Tagoon, Maeng Se-chang",KR,2016-12-15,2012,14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2012-03-19,,1.0,Outono
s5675,TV Show,Merlin,Não Informado,"Gérard Jugnot, Joséphine de Meaux, Marilou Berry, Arthur Molinier, Michel Vuillermoz",FR,2016-12-15,2012,10,"British TV Shows, International TV Shows, TV Action & Adventure",2012-10-29,,5.0,Primavera
s5676,TV Show,Miss Panda & Mr. Hedgehog,Não Informado,"Donghae, Yoon Seung-ah, Choi Jin-hyuk, Yoo So-young, Yang Hee-kyung",KR,2016-12-15,2012,10,"International TV Shows, Korean TV Shows, Romantic TV Shows",2012-08-18,,1.0,Inverno
s5677,Movie,Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Bilal, Hitham Omari, Shaden Kanboura, Khadija Al Akel",IL,2016-12-15,2016,10,"Dramas, Independent Movies, International Movies",2016-01-25,88.0,,Verão
s5678,TV Show,Tokyo Trial,Não Informado,"Stacy Keach, Tim Ahern, Serge Hazanavicius, Jonathan Hyde, Julian Wadham","JP, US",2016-12-13,2017,18,"International TV Shows, TV Dramas",2016-12-12,,1.0,Verão
s5679,Movie,Ricardo O'Farrill: Abrazo navideño,Raúl Campos,"Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres",MX,2016-12-12,2016,18,Stand-Up Comedy,2016-12-01,31.0,,Verão
s5680,Movie,Asperger's Are Us,Alexandre Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi, Mark Proksch",US,2016-12-11,2016,18,Documentaries,2016-11-11,83.0,,Primavera
s5681,TV Show,Captive,Não Informado,Não Informado,"GB, US",2016-12-09,2016,18,"Crime TV Shows, Docuseries",2016-12-09,,1.0,Verão
s5682,Movie,Mariah Carey's Merriest Christmas,James Yukich,"Mariah Carey, Babyface, Kelsey Grammer, Billy Gardell, Lacey Chabert",US,2016-12-09,2015,Livre,"Children & Family Movies, Music & Musicals",2015-12-19,38.0,,Verão
s5683,Movie,Spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Gonzalo Menendez, Max Martini, Ryan Robbins","HU, US",2016-12-09,2016,14,"Action & Adventure, Sci-Fi & Fantasy",2016-12-09,108.0,,Verão
s5684,TV Show,White Rabbit Project,Não Informado,"Grant Imahara, Kari Byron, Tory Belleci",US,2016-12-09,2016,14,"Docuseries, International TV Shows, Reality TV",2016-12-09,,1.0,Verão
s5685,TV Show,Miss in Kiss,Não Informado,"Esther Wu, Gong Yi Teng, Wei-Lun Xi, Dino Lee",TW,2016-12-08,2016,14,"International TV Shows, Romantic TV Shows, TV Comedies",2016-12-07,,1.0,Verão
s5686,Movie,Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty",US,2016-12-08,2016,18,"Comedies, Dramas, Independent Movies",2016-09-09,97.0,,Primavera
s5687,TV Show,The Cuba Libre Story,Não Informado,Ken Eaken,DE,2016-12-08,2015,14,"Docuseries, International TV Shows",2015-12-11,,1.0,Verão
s5688,Movie,Blue Jay,Alexandre Lehmann,"Mark Duplass, Sarah Paulson, Clu Gulager, James Andrews, Harris Benbury",US,2016-12-06,2016,18,"Dramas, Independent Movies, Romantic Movies",2016-10-07,81.0,,Primavera
s5689,Movie,One in a Billion,Roman Gackowski,"Dan Barto, Balbir Singh Bhamara, Satnam Singh Bhamara",US,2016-12-06,2016,14,"Documentaries, Sports Movies",2016-11-02,70.0,,Primavera
s5690,Movie,Reggie Watts: Spatial,Benjamin Dickinson,"Reggie Watts, Rory Scovel, Kate Berlant, Chloe Arnold, Dani Scaringe",US,2016-12-06,2016,18,"Music & Musicals, Stand-Up Comedy",2016-12-06,62.0,,Verão
s5691,TV Show,From Dusk Till Dawn,Não Informado,Não Informado,Não Informado,2016-12-05,2016,18,"Classic & Cult TV, TV Action & Adventure, TV Horror",,,3.0,Não informado
s5692,Movie,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu",FR,2016-12-04,2016,18,"Dramas, International Movies, Sports Movies",2016-10-05,99.0,,Primavera
s5693,TV Show,Lost & Found Music Studios,Não Informado,"Maranda Thomas, Levi Randall, Alex Zaichkowski, Keara Graves, Shane Harte",CA,2016-12-03,2016,Livre,"Kids' TV, TV Comedies, TV Dramas",2015-12-11,,2.0,Verão
s5694,Movie,For the Love of Spock,Adam Nimoy,"William Shatner, George Takei, J.J. Abrams, Simon Pegg, Chris Pine","CA, US",2016-12-02,2016,14,Documentaries,2016-09-09,112.0,,Primavera
s5695,Movie,White Girl,Elizabeth Wood,"Morgan Saylor, Brian Marc, Justin Bartha, Chris Noth, Bobbi Salvör Menuez",US,2016-12-02,2016,18,"Dramas, Independent Movies",2016-09-02,90.0,,Primavera
s5696,Movie,#Rucker50,Robert McCullough Jr.,Inez Dickens,Não Informado,2016-12-01,2016,10,"Documentaries, Sports Movies",2016-12-28,56.0,,Verão
s5697,Movie,1000 Rupee Note,Shrihari Sathe,Sandeep Pathak,IN,2016-12-01,2014,14,"Dramas, International Movies",2014-05-09,89.0,,Outono
s5698,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Karina Smirnoff, Marsha Mason, Colin Branca, Ralph Macchio",Não Informado,2016-12-01,2013,10,Dramas,2013-09-05,24.0,,Primavera
s5699,Movie,Asu Mare 2,Ricardo Maldonado,"Emilia Drago, Christian Meier, Carlos Alcántara, Andrés Salas, Anahí de Cárdenas",PE,2016-12-01,2015,14,"Comedies, International Movies",2015-04-09,100.0,,Outono
s5700,TV Show,Back to 1989,Não Informado,"Marcus Chang, Ray Yang, Ivy Shao, Tsai Huang Ru, Chieh Chang",TW,2016-12-01,2016,10,"International TV Shows, Romantic TV Shows, TV Comedies",2016-01-22,,1.0,Verão
s5701,TV Show,Bromance,Não Informado,"Baron Chen, Megan Lai, Lee Shao Xiang, Bii, Katie Chen",TW,2016-12-01,2015,10,"International TV Shows, Romantic TV Shows, TV Comedies",2015-11-18,,1.0,Primavera
s5702,Movie,Interrogation,Stephen Reynolds,"Julia Benson, Adam Copeland, C.J. Perry Barnyashev, Erica Carroll, Patrick Sabongui",US,2016-12-01,2015,18,"Dramas, International Movies, Thrillers",2016-08-20,116.0,,Inverno
s5703,Movie,Rainbow Time,Linas Phillips,"Timm Sharp, Melanie Lynskey, Linas Phillips, Tobin Bell, Jay Duplass",US,2016-12-01,2016,18,"Comedies, Dramas, Independent Movies",2016-03-14,92.0,,Outono
s5704,TV Show,Refresh Man,Não Informado,"Joanne Tseng, Aaron Yan, Lene Lai, Jack Lee, Paul Hsu",TW,2016-12-01,2016,14,"International TV Shows, Romantic TV Shows, TV Comedies",2016-03-06,,1.0,Outono
s5705,Movie,Richard Pryor: Live in Concert,Jeff Margolis,"Richard Pryor, Jennifer Lee Pryor",US,2016-12-01,1979,18,Stand-Up Comedy,1979-01-26,79.0,,Verão
s5706,Movie,The Violin Player,Bauddhayan Mukherji,"Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais, Jayant Gadekar",IN,2016-12-01,2016,14,"Dramas, Independent Movies, International Movies",2016-09-26,72.0,,Primavera
s5707,Movie,Beauties of the Night,María José Cuevas,"Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",MX,2016-11-25,2016,18,"Documentaries, International Movies",2016-09-12,92.0,,Primavera
s5708,TV Show,Gilmore Girls: A Year in the Life,Não Informado,"Lauren Graham, Alexis Bledel, Scott Patterson, Kelly Bishop",US,2016-11-25,2016,14,"TV Comedies, TV Dramas, Teen TV Shows",2016-11-25,,1.0,Primavera
s5709,Movie,Michael Che Matters,Oz Rodríguez,Michael Che,US,2016-11-25,2016,18,Stand-Up Comedy,2016-11-25,61.0,,Primavera
s5710,Movie,Mercy,Faride Schroeder,"Anna Cetti, Tenoch Huerta Mejía",MX,2016-11-22,2016,18,"Dramas, Thrillers",2014-08-01,88.0,,Inverno
s5711,Movie,The Land of Cards,Qaushiq Mukherjee,"Anubrata Basu, Joyraj Bhattacharya, Soumyak Kanti DeBiswas, Sayani Gupta, Rii Sen","IN, BE",2016-11-22,2012,14,"Dramas, Independent Movies, International Movies",2013-09-13,113.0,,Primavera
s5712,Movie,Carlos Ballarta: El amor es de putos,Jan Suter,Carlos Ballarta,MX,2016-11-21,2016,18,Stand-Up Comedy,2016-11-18,67.0,,Primavera
s5713,Movie,Donald Glover: Weirdo,Shannon Hartman,Donald Glover,US,2016-11-19,2012,18,Stand-Up Comedy,2012-01-18,65.0,,Verão
s5714,Movie,Colin Quinn: The New York Story,Jerry Seinfeld,Colin Quinn,US,2016-11-18,2016,18,Stand-Up Comedy,2016-11-18,62.0,,Primavera
s5715,Movie,Divines,Houda Benyamina,"Oulaya Amamra, Déborah Lukumuena, Kévin Mischel, Jisca Kalvanda, Yasin Houicha",FR,2016-11-18,2016,18,"Dramas, Independent Movies, International Movies",2016-08-31,107.0,,Inverno
s5716,TV Show,La Niña,Não Informado,"Ana María Estupiñán, Variel Sánchez, Marcela Benjumea, Fernando Arévalo, Laura Perico",CO,2016-11-18,2016,18,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2016-04-26,,1.0,Outono
s5717,TV Show,Paranoid,Não Informado,"Indira Varma, Robert Glenister, Neil Stuke, Christiane Paul, Lesley Sharp",GB,2016-11-17,2016,18,"British TV Shows, Crime TV Shows, International TV Shows",2016-09-22,,1.0,Primavera
s5718,Movie,Dieter Nuhr: Nuhr in Berlin,Volker Weicker,Dieter Nuhr,DE,2016-11-15,2016,18,Stand-Up Comedy,2016-11-15,69.0,,Primavera
s5719,Movie,Mumbai Cha Raja,Manjeet Singh,Não Informado,Não Informado,2016-11-15,2012,18,"Dramas, Independent Movies, International Movies",2012-10-31,77.0,,Primavera
s5720,Movie,True Memoirs of an International Assassin,Jeff Wadlow,"Kevin James, Kim Coates, Maurice Compte, Zulay Henao, Andrew Howard",US,2016-11-11,2016,14,"Action & Adventure, Comedies",2016-11-11,98.0,,Primavera
s5721,TV Show,Einsatzgruppen: The Nazi Death Squads,Não Informado,"Paul Bandey, Christian Ingrao, Christopher R. Browning, Jürgen Matthäus, Halina Jankoska",FR,2016-11-10,2009,18,"Docuseries, International TV Shows",2009-04-16,,1.0,Outono
s5722,Movie,Kathleen Madigan: Bothering Jesus,Lorene Machado,Kathleen Madigan,US,2016-11-10,2016,18,Stand-Up Comedy,2016-11-10,71.0,,Primavera
s5723,TV Show,Case,Não Informado,"Yoh Yoshida, Kento Nagayama, Kenichi Takitoh, Ken Mitsuishi, Tomokazu Miura",JP,2016-11-09,2015,18,"Crime TV Shows, International TV Shows, TV Dramas",2016-10-22,,1.0,Primavera
s5724,TV Show,Danger Mouse,Não Informado,"Alexander Armstrong, Kevin Eldon, Ed Gaughan, Stephen Fry, Shauna Macdonald",GB,2016-11-09,2016,10,"British TV Shows, Kids' TV",2015-09-28,,2.0,Primavera
s5725,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,US,2016-11-04,2016,18,Stand-Up Comedy,2016-11-04,64.0,,Primavera
s5726,Movie,The Ivory Game,Richard Ladkani,Ofir Drori,"AT, US",2016-11-04,2016,14,Documentaries,2016-09-02,112.0,,Primavera
s5727,Movie,A Grand Night In: The Story of Aardman,Richard Mears,"Julie Walters, David Sproxton, Peter Lord, Jeffrey Katzenberg, John Lasseter",GB,2016-11-01,2015,10,Documentaries,2015-12-26,59.0,,Verão
s5728,TV Show,Inborn Pair,Não Informado,"Annie Chen, Chris Wang, Wu Kang-ren, Puff Kuo, Jennifer Hong",TW,2016-11-01,2011,14,"International TV Shows, Romantic TV Shows, TV Comedies",2011-12-13,,1.0,Verão
s5729,TV Show,Just You,Não Informado,"Puff Kuo, Aaron Yan, Katherine Wang, Dean Fujioka",TW,2016-11-01,2013,14,"International TV Shows, Romantic TV Shows, TV Comedies",2013-06-21,,1.0,Inverno
s5730,TV Show,Love Around,Não Informado,"George Hu, Annie Chen",TW,2016-11-01,2013,14,"International TV Shows, Romantic TV Shows, TV Comedies",2013-01-01,,1.0,Verão
s5731,TV Show,Love Family,Não Informado,"Chris Wang, Serena Fang, Amanda Chou, Jack Lee",TW,2016-11-01,2013,18,"International TV Shows, Romantic TV Shows, TV Comedies",2013-10-29,,1.0,Primavera
s5732,TV Show,Love Me or Leave Me,Não Informado,"Esther Huang, Lee Kang-i, Hsu Wei-Ning, Alan Kuo, Chris Wang",TW,2016-11-01,2012,14,"International TV Shows, Romantic TV Shows, TV Comedies",2012-11-08,,1.0,Primavera
s5733,TV Show,Love Now,Não Informado,"Annie Chen, George Hu, Bobby Dou, Vivi Lee, Harry Zhang",TW,2016-11-01,2012,14,"International TV Shows, Romantic TV Shows, TV Comedies",2012-10-31,,1.0,Primavera
s5734,Movie,Norman Lear: Just Another Version of You,Heidi Ewing,"Norman Lear, John Amos, Alan Horn, Bill Moyers, Rob Reiner",Não Informado,2016-11-01,2016,18,Documentaries,2016-01-21,91.0,,Verão
s5735,Movie,Santa Pac's Merry Berry Day,Motonori Sakakibara,"Erin Matthews, Ashleigh Ball, Sam Vincent, Andrea Libman, Ian James Corlett","CA, JP, US",2016-11-01,2016,Livre,Movies,2016-12-05,44.0,,Verão
s5736,Movie,Spanish Affair 2,Emilio Martínez Lázaro,"Dani Rovira, Clara Lago, Berto Romero, Karra Elejalde, Carmen Machi",ES,2016-11-01,2015,18,"Comedies, International Movies, Romantic Movies",2015-11-20,107.0,,Primavera
s5737,Movie,Pup Star,Robert Vince,"Kaitlyn Maher, Jed Rees, Tom Everett Scott, David DeLuise, Carla Jimenez",US,2016-10-29,2016,Livre,"Children & Family Movies, Comedies",2016-08-30,92.0,,Inverno
s5738,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,"Ruth Wilson, Paula Prentiss, Bob Balaban, Lucy Boynton, Brad Milne","CA, US",2016-10-28,2016,14,"Horror Movies, International Movies, Thrillers",2016-09-10,89.0,,Primavera
s5739,Movie,Into the Inferno,Werner Herzog,"Werner Herzog, Clive Oppenheimer, Mael Moses, Sri Sumarti, Tim D. White","CA, DE, GB",2016-10-28,2016,10,Documentaries,2016-09-07,107.0,,Primavera
s5740,Movie,The African Doctor,Julien Rambaldi,"Marc Zinga, Aïssa Maïga, Jonathan Lambert, Rufus, Bayron Lebli","BE, FR",2016-10-28,2016,14,"Comedies, Dramas, International Movies",2016-06-08,94.0,,Inverno
s5741,Movie,They Are Everywhere,Serpil Turhan,"Rudolf Thome, Joya Thome, Nicolai Thome",DE,2016-10-28,2016,18,"Comedies, International Movies",2016-09-15,110.0,,Primavera
s5742,TV Show,Trailer Park Boys: Out of the Park: Europe,Não Informado,"John Paul Tremblay, Mike Smith, Robb Wells",CA,2016-10-28,2016,18,"International TV Shows, TV Comedies",2016-10-28,,1.0,Primavera
s5743,Movie,West Coast,Benjamin Weill,"Devi Couzigou, Sullivan Loyez, Mathis Crusson, Victor Le Blond, Pierre-François Martin-Laval",Não Informado,2016-10-28,2016,18,"Comedies, Dramas, International Movies",2016-04-27,81.0,,Outono
s5744,Movie,7 años,Roger Gual,"Paco León, Juan Pablo Raba, Àlex Brendemühl, Juana Acosta, Manuel Morón",ES,2016-10-27,2016,18,"Dramas, International Movies",2016-10-28,77.0,,Primavera
s5745,TV Show,Containment,Não Informado,"Kristen Lee Gutoskie, George Young, Christina Moses, Trevor St. John, David Gyasi",US,2016-10-21,2016,18,"TV Dramas, TV Thrillers",2016-04-19,,1.0,Outono
s5746,Movie,Joe Rogan: Triggered,Anthony Giordano,Joe Rogan,US,2016-10-21,2016,18,Stand-Up Comedy,2016-10-21,64.0,,Primavera
s5747,Movie,A Mighty Team,Thomas Sorriaux,"Medi Sadoun, Gérard Depardieu, Chantal Lauby, Barbara Cabrita, Patrick Timsit",FR,2016-10-15,2016,18,"Comedies, International Movies, Sports Movies",2016-03-23,97.0,,Outono
s5748,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Yuki Kaji, Takahiro Fujiwara, Toa Yukinari",JP,2016-10-15,2012,18,"Action & Adventure, Anime Features, International Movies",2012-02-04,77.0,,Verão
s5749,Movie,Bleach The Movie: Fade to Black,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Kentaro Ito, Aya Hirano, Hiroshi Kamiya",JP,2016-10-15,2008,10,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2008-12-13,94.0,,Verão
s5750,Movie,Bleach the Movie: Hell Verse,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Noriaki Sugiyama, Hiroki Yasumoto, Yuki Matsuoka",JP,2016-10-15,2010,14,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2010-12-04,94.0,,Verão
s5751,Movie,Blind Date,Adrienne Acevedo Lovette,"Ella Jane New, Adrienne Acevedo Lovette",Não Informado,2016-10-15,2015,14,"Comedies, International Movies, Music & Musicals",2016-05-25,91.0,,Outono
s5752,TV Show,DEATH NOTE,Não Informado,"Mamoru Miyano, Shido Nakamura, Aya Hirano, Kappei Yamaguchi, Kimiko Saito",JP,2016-10-15,2006,14,"Anime Series, Crime TV Shows, International TV Shows",2006-10-04,,1.0,Primavera
s5753,TV Show,Spotless,Não Informado,"Denis Ménochet, Marc-André Grondin, Miranda Raison, Brendan Coyle",FR,2016-10-15,2015,18,"Crime TV Shows, International TV Shows, TV Dramas",2015-03-16,,1.0,Outono
s5754,TV Show,Vampire Knight,Não Informado,"Daisuke Kishio, Yui Horie, Mamoru Miyano, Junichi Suwabe, Junko Minagawa",JP,2016-10-15,2008,14,"Anime Series, International TV Shows, Romantic TV Shows",2008-04-08,,2.0,Outono
s5755,Movie,Sky Ladder: The Art of Cai Guo-Qiang,Kevin Macdonald,"Cai Guoqiang, Ian Buruma, Cai Wen-You, Wenhao Cai, Jeffrey Deitch",US,2016-10-14,2016,18,Documentaries,2017-09-22,80.0,,Primavera
